customer_id,name,email,signup_date,location,age,customer_segment
129,Customer_129,user129@email.com,2023-05-09,Edinburgh,22,Basic
130,Customer_130,user130@email.com,2023-05-10,Edinburgh,51,Standard
131,Customer_131,user131@email.com,2023-05-11,Edinburgh,23,Premium
132,Customer_132,user132@email.com,2023-05-12,London,19,Premium
133,Customer_133,user133@email.com,2023-05-13,London,30,Basic
134,Customer_134,user134@email.com,2023-05-14,London,60,Standard
135,Customer_135,user135@email.com,2023-05-15,Birmingham,60,Basic
136,Customer_136,user136@email.com,2023-05-16,London,65,Standard
137,Customer_137,user137@email.com,2023-05-17,London,28,Premium
138,Customer_138,user138@email.com,2023-05-18,London,68,Premium
139,Customer_139,user139@email.com,2023-05-19,Birmingham,64,Standard
140,Customer_140,user140@email.com,2023-05-20,London,40,Standard
141,Customer_141,user141@email.com,2023-05-21,Edinburgh,33,Standard
142,Customer_142,user142@email.com,2023-05-22,London,48,Standard
143,Customer_143,user143@email.com,2023-05-23,Edinburgh,28,Premium
144,Customer_144,user144@email.com,2023-05-24,Edinburgh,33,Standard
145,Customer_145,user145@email.com,2023-05-25,Edinburgh,25,Standard
146,Customer_146,user146@email.com,2023-05-26,Birmingham,21,Basic
147,Customer_147,user147@email.com,2023-05-27,Birmingham,57,Standard
148,Customer_148,user148@email.com,2023-05-28,Birmingham,21,Standard
149,Customer_149,user149@email.com,2023-05-29,London,42,Premium
150,Customer_150,user150@email.com,2023-05-30,Edinburgh,20,Premium
151,Customer_151,user151@email.com,2023-05-31,Birmingham,49,Standard
152,Customer_152,user152@email.com,2023-06-01,Birmingham,20,Standard
153,Customer_153,user153@email.com,2023-06-02,London,44,Standard
154,Customer_154,user154@email.com,2023-06-03,Birmingham,46,Standard
155,Customer_155,user155@email.com,2023-06-04,London,49,Standard
156,Customer_156,user156@email.com,2023-06-05,Manchester,67,Basic
157,Customer_157,user157@email.com,2023-06-06,Birmingham,68,Basic
158,Customer_158,user158@email.com,2023-06-07,Manchester,36,Premium
159,Customer_159,user159@email.com,2023-06-08,London,38,Standard
160,Customer_160,user160@email.com,2023-06-09,Edinburgh,22,Premium
161,Customer_161,user161@email.com,2023-06-10,Birmingham,35,Standard
162,Customer_162,user162@email.com,2023-06-11,London,45,Basic
163,Customer_163,user163@email.com,2023-06-12,Edinburgh,59,Premium
164,Customer_164,user164@email.com,2023-06-13,Edinburgh,39,Standard
165,Customer_165,user165@email.com,2023-06-14,Manchester,38,Standard
166,Customer_166,user166@email.com,2023-06-15,London,23,Basic
167,Customer_167,user167@email.com,2023-06-16,Edinburgh,18,Standard
168,Customer_168,user168@email.com,2023-06-17,Birmingham,22,Premium
169,Customer_169,user169@email.com,2023-06-18,Birmingham,58,Standard
170,Customer_170,user170@email.com,2023-06-19,Manchester,29,Standard
171,Customer_171,user171@email.com,2023-06-20,Edinburgh,43,Premium
172,Customer_172,user172@email.com,2023-06-21,London,63,Standard
173,Customer_173,user173@email.com,2023-06-22,Birmingham,51,Premium
174,Customer_174,user174@email.com,2023-06-23,Edinburgh,66,Premium
175,Customer_175,user175@email.com,2023-06-24,Edinburgh,31,Standard
176,Customer_176,user176@email.com,2023-06-25,Manchester,43,Premium
177,Customer_177,user177@email.com,2023-06-26,Birmingham,62,Standard
178,Customer_178,user178@email.com,2023-06-27,Birmingham,44,Standard
179,Customer_179,user179@email.com,2023-06-28,London,26,Basic
180,Customer_180,user180@email.com,2023-06-29,Birmingham,43,Standard
181,Customer_181,user181@email.com,2023-06-30,London,64,Premium
182,Customer_182,user182@email.com,2023-07-01,Birmingham,39,Premium
183,Customer_183,user183@email.com,2023-07-02,Manchester,64,Standard
184,Customer_184,user184@email.com,2023-07-03,Birmingham,47,Basic
185,Customer_185,user185@email.com,2023-07-04,London,60,Premium
186,Customer_186,user186@email.com,2023-07-05,London,65,Basic
187,Customer_187,user187@email.com,2023-07-06,Manchester,34,Premium
188,Customer_188,user188@email.com,2023-07-07,Birmingham,43,Standard
189,Customer_189,user189@email.com,2023-07-08,Birmingham,53,Basic
190,Customer_190,user190@email.com,2023-07-09,Manchester,18,Basic
191,Customer_191,user191@email.com,2023-07-10,Birmingham,25,Basic
192,Customer_192,user192@email.com,2023-07-11,Birmingham,66,Basic
193,Customer_193,user193@email.com,2023-07-12,London,52,Standard
194,Customer_194,user194@email.com,2023-07-13,Birmingham,69,Basic
195,Customer_195,user195@email.com,2023-07-14,Birmingham,32,Premium
196,Customer_196,user196@email.com,2023-07-15,Manchester,64,Basic
197,Customer_197,user197@email.com,2023-07-16,Manchester,39,Standard
198,Customer_198,user198@email.com,2023-07-17,Edinburgh,31,Basic
199,Customer_199,user199@email.com,2023-07-18,London,43,Standard
200,Customer_200,user200@email.com,2023-07-19,Birmingham,45,Standard
201,Customer_201,user201@email.com,2023-07-20,Birmingham,40,Standard
202,Customer_202,user202@email.com,2023-07-21,Edinburgh,31,Basic
203,Customer_203,user203@email.com,2023-07-22,Birmingham,41,Premium
204,Customer_204,user204@email.com,2023-07-23,London,19,Premium
205,Customer_205,user205@email.com,2023-07-24,Edinburgh,62,Standard
206,Customer_206,user206@email.com,2023-07-25,London,43,Premium
207,Customer_207,user207@email.com,2023-07-26,Edinburgh,31,Basic
208,Customer_208,user208@email.com,2023-07-27,Edinburgh,68,Standard
209,Customer_209,user209@email.com,2023-07-28,Manchester,24,Basic
210,Customer_210,user210@email.com,2023-07-29,London,20,Standard
211,Customer_211,user211@email.com,2023-07-30,Birmingham,64,Premium
212,Customer_212,user212@email.com,2023-07-31,Birmingham,40,Basic
213,Customer_213,user213@email.com,2023-08-01,London,63,Standard
214,Customer_214,user214@email.com,2023-08-02,Birmingham,60,Standard
215,Customer_215,user215@email.com,2023-08-03,Birmingham,64,Standard
216,Customer_216,user216@email.com,2023-08-04,London,62,Basic
217,Customer_217,user217@email.com,2023-08-05,Edinburgh,35,Standard
218,Customer_218,user218@email.com,2023-08-06,London,55,Basic
219,Customer_219,user219@email.com,2023-08-07,Edinburgh,52,Basic
220,Customer_220,user220@email.com,2023-08-08,Birmingham,68,Standard
221,Customer_221,user221@email.com,2023-08-09,Birmingham,32,Premium
222,Customer_222,user222@email.com,2023-08-10,Birmingham,42,Standard
223,Customer_223,user223@email.com,2023-08-11,Manchester,54,Premium
224,Customer_224,user224@email.com,2023-08-12,Edinburgh,45,Premium
225,Customer_225,user225@email.com,2023-08-13,Manchester,27,Standard
226,Customer_226,user226@email.com,2023-08-14,Manchester,56,Standard
227,Customer_227,user227@email.com,2023-08-15,London,34,Basic
228,Customer_228,user228@email.com,2023-08-16,Manchester,56,Basic
229,Customer_229,user229@email.com,2023-08-17,London,39,Basic
230,Customer_230,user230@email.com,2023-08-18,London,43,Standard
231,Customer_231,user231@email.com,2023-08-19,Manchester,61,Standard
232,Customer_232,user232@email.com,2023-08-20,Edinburgh,42,Standard
233,Customer_233,user233@email.com,2023-08-21,Edinburgh,34,Basic
234,Customer_234,user234@email.com,2023-08-22,Edinburgh,30,Premium
235,Customer_235,user235@email.com,2023-08-23,Edinburgh,37,Basic
236,Customer_236,user236@email.com,2023-08-24,Edinburgh,42,Standard
237,Customer_237,user237@email.com,2023-08-25,Manchester,21,Standard
238,Customer_238,user238@email.com,2023-08-26,Manchester,27,Basic
239,Customer_239,user239@email.com,2023-08-27,Birmingham,20,Standard
240,Customer_240,user240@email.com,2023-08-28,Edinburgh,58,Basic
241,Customer_241,user241@email.com,2023-08-29,Manchester,62,Basic
242,Customer_242,user242@email.com,2023-08-30,Birmingham,35,Standard
243,Customer_243,user243@email.com,2023-08-31,Edinburgh,64,Standard
244,Customer_244,user244@email.com,2023-09-01,London,53,Standard
245,Customer_245,user245@email.com,2023-09-02,Birmingham,64,Basic
246,Customer_246,user246@email.com,2023-09-03,Manchester,39,Standard
247,Customer_247,user247@email.com,2023-09-04,London,51,Standard
248,Customer_248,user248@email.com,2023-09-05,London,64,Standard
249,Customer_249,user249@email.com,2023-09-06,London,25,Basic
250,Customer_250,user250@email.com,2023-09-07,Birmingham,57,Premium
251,Customer_251,user251@email.com,2023-09-08,Manchester,66,Basic
252,Customer_252,user252@email.com,2023-09-09,London,61,Basic
253,Customer_253,user253@email.com,2023-09-10,Edinburgh,36,Premium
254,Customer_254,user254@email.com,2023-09-11,London,59,Standard
255,Customer_255,user255@email.com,2023-09-12,London,58,Basic
256,Customer_256,user256@email.com,2023-09-13,Birmingham,54,Premium
257,Customer_257,user257@email.com,2023-09-14,Birmingham,23,Basic
258,Customer_258,user258@email.com,2023-09-15,Manchester,69,Standard
259,Customer_259,user259@email.com,2023-09-16,Edinburgh,43,Standard
260,Customer_260,user260@email.com,2023-09-17,Birmingham,51,Basic
261,Customer_261,user261@email.com,2023-09-18,London,62,Standard
262,Customer_262,user262@email.com,2023-09-19,Manchester,23,Standard
263,Customer_263,user263@email.com,2023-09-20,London,54,Standard
264,Customer_264,user264@email.com,2023-09-21,London,50,Standard
265,Customer_265,user265@email.com,2023-09-22,Birmingham,39,Premium
266,Customer_266,user266@email.com,2023-09-23,Manchester,38,Standard
267,Customer_267,user267@email.com,2023-09-24,Edinburgh,23,Basic
268,Customer_268,user268@email.com,2023-09-25,Edinburgh,23,Standard
269,Customer_269,user269@email.com,2023-09-26,Birmingham,65,Standard
270,Customer_270,user270@email.com,2023-09-27,Birmingham,21,Standard
271,Customer_271,user271@email.com,2023-09-28,Manchester,47,Basic
272,Customer_272,user272@email.com,2023-09-29,Edinburgh,28,Premium
273,Customer_273,user273@email.com,2023-09-30,Edinburgh,47,Basic
274,Customer_274,user274@email.com,2023-10-01,Edinburgh,48,Standard
275,Customer_275,user275@email.com,2023-10-02,London,41,Standard
276,Customer_276,user276@email.com,2023-10-03,Edinburgh,26,Premium
277,Customer_277,user277@email.com,2023-10-04,London,20,Premium
278,Customer_278,user278@email.com,2023-10-05,Manchester,68,Standard
279,Customer_279,user279@email.com,2023-10-06,London,48,Standard
280,Customer_280,user280@email.com,2023-10-07,Manchester,57,Basic
281,Customer_281,user281@email.com,2023-10-08,Edinburgh,54,Standard
282,Customer_282,user282@email.com,2023-10-09,Edinburgh,53,Standard
283,Customer_283,user283@email.com,2023-10-10,Manchester,41,Standard
284,Customer_284,user284@email.com,2023-10-11,Birmingham,48,Basic
285,Customer_285,user285@email.com,2023-10-12,Manchester,23,Premium
286,Customer_286,user286@email.com,2023-10-13,Birmingham,19,Premium
287,Customer_287,user287@email.com,2023-10-14,London,37,Premium
288,Customer_288,user288@email.com,2023-10-15,London,45,Basic
289,Customer_289,user289@email.com,2023-10-16,London,28,Standard
290,Customer_290,user290@email.com,2023-10-17,Edinburgh,21,Standard
291,Customer_291,user291@email.com,2023-10-18,London,32,Basic
292,Customer_292,user292@email.com,2023-10-19,Birmingham,23,Basic
293,Customer_293,user293@email.com,2023-10-20,London,66,Standard
294,Customer_294,user294@email.com,2023-10-21,Manchester,47,Basic
295,Customer_295,user295@email.com,2023-10-22,Manchester,55,Standard
296,Customer_296,user296@email.com,2023-10-23,Edinburgh,68,Premium
297,Customer_297,user297@email.com,2023-10-24,Manchester,19,Standard
298,Customer_298,user298@email.com,2023-10-25,Birmingham,32,Premium
299,Customer_299,user299@email.com,2023-10-26,London,28,Standard
300,Customer_300,user300@email.com,2023-10-27,Edinburgh,25,Basic
301,Customer_301,user301@email.com,2023-10-28,London,43,Premium
302,Customer_302,user302@email.com,2023-10-29,London,68,Premium
303,Customer_303,user303@email.com,2023-10-30,Birmingham,62,Standard
304,Customer_304,user304@email.com,2023-10-31,Manchester,61,Basic
305,Customer_305,user305@email.com,2023-11-01,Manchester,22,Standard
306,Customer_306,user306@email.com,2023-11-02,London,23,Standard
307,Customer_307,user307@email.com,2023-11-03,Edinburgh,43,Premium
308,Customer_308,user308@email.com,2023-11-04,Manchester,21,Premium
309,Customer_309,user309@email.com,2023-11-05,Edinburgh,36,Basic
310,Customer_310,user310@email.com,2023-11-06,Manchester,37,Basic
311,Customer_311,user311@email.com,2023-11-07,Edinburgh,50,Premium
312,Customer_312,user312@email.com,2023-11-08,Birmingham,37,Basic
313,Customer_313,user313@email.com,2023-11-09,Edinburgh,66,Standard
314,Customer_314,user314@email.com,2023-11-10,Birmingham,29,Basic
315,Customer_315,user315@email.com,2023-11-11,Birmingham,64,Standard
316,Customer_316,user316@email.com,2023-11-12,Edinburgh,18,Standard
317,Customer_317,user317@email.com,2023-11-13,Birmingham,43,Standard
318,Customer_318,user318@email.com,2023-11-14,London,31,Standard
319,Customer_319,user319@email.com,2023-11-15,Birmingham,55,Premium
320,Customer_320,user320@email.com,2023-11-16,Manchester,54,Premium
321,Customer_321,user321@email.com,2023-11-17,Edinburgh,28,Standard
322,Customer_322,user322@email.com,2023-11-18,London,53,Basic
323,Customer_323,user323@email.com,2023-11-19,Edinburgh,30,Standard
324,Customer_324,user324@email.com,2023-11-20,Manchester,60,Standard
325,Customer_325,user325@email.com,2023-11-21,Manchester,20,Basic
326,Customer_326,user326@email.com,2023-11-22,Manchester,50,Premium
327,Customer_327,user327@email.com,2023-11-23,Birmingham,23,Standard
328,Customer_328,user328@email.com,2023-11-24,Birmingham,67,Standard
329,Customer_329,user329@email.com,2023-11-25,Edinburgh,27,Basic
330,Customer_330,user330@email.com,2023-11-26,Edinburgh,22,Premium
331,Customer_331,user331@email.com,2023-11-27,London,40,Standard
332,Customer_332,user332@email.com,2023-11-28,London,27,Basic
333,Customer_333,user333@email.com,2023-11-29,Edinburgh,61,Basic
334,Customer_334,user334@email.com,2023-11-30,Birmingham,19,Standard
335,Customer_335,user335@email.com,2023-12-01,Manchester,30,Standard
336,Customer_336,user336@email.com,2023-12-02,Edinburgh,57,Standard
337,Customer_337,user337@email.com,2023-12-03,London,19,Basic
338,Customer_338,user338@email.com,2023-12-04,Birmingham,37,Standard
339,Customer_339,user339@email.com,2023-12-05,Edinburgh,18,Premium
340,Customer_340,user340@email.com,2023-12-06,Edinburgh,54,Basic
341,Customer_341,user341@email.com,2023-12-07,Birmingham,26,Standard
342,Customer_342,user342@email.com,2023-12-08,Edinburgh,34,Standard
343,Customer_343,user343@email.com,2023-12-09,Birmingham,26,Standard
344,Customer_344,user344@email.com,2023-12-10,Manchester,28,Standard
345,Customer_345,user345@email.com,2023-12-11,Birmingham,32,Standard
346,Customer_346,user346@email.com,2023-12-12,Birmingham,41,Standard
347,Customer_347,user347@email.com,2023-12-13,Birmingham,55,Premium
348,Customer_348,user348@email.com,2023-12-14,Edinburgh,52,Standard
349,Customer_349,user349@email.com,2023-12-15,Edinburgh,47,Basic
350,Customer_350,user350@email.com,2023-12-16,Birmingham,48,Premium
351,Customer_351,user351@email.com,2023-12-17,Edinburgh,66,Basic
352,Customer_352,user352@email.com,2023-12-18,London,22,Standard
353,Customer_353,user353@email.com,2023-12-19,London,61,Basic
354,Customer_354,user354@email.com,2023-12-20,Edinburgh,67,Basic
355,Customer_355,user355@email.com,2023-12-21,Edinburgh,31,Standard
356,Customer_356,user356@email.com,2023-12-22,Birmingham,28,Basic
357,Customer_357,user357@email.com,2023-12-23,Manchester,26,Basic
358,Customer_358,user358@email.com,2023-12-24,Edinburgh,51,Standard
359,Customer_359,user359@email.com,2023-12-25,London,29,Standard
360,Customer_360,user360@email.com,2023-12-26,Birmingham,52,Standard
361,Customer_361,user361@email.com,2023-12-27,Edinburgh,52,Basic
362,Customer_362,user362@email.com,2023-12-28,London,18,Basic
363,Customer_363,user363@email.com,2023-12-29,London,57,Basic
364,Customer_364,user364@email.com,2023-12-30,Manchester,39,Standard
365,Customer_365,user365@email.com,2023-12-31,Birmingham,46,Basic
366,Customer_366,user366@email.com,2024-01-01,Birmingham,25,Premium
367,Customer_367,user367@email.com,2024-01-02,Manchester,28,Standard
368,Customer_368,user368@email.com,2024-01-03,Manchester,58,Premium
369,Customer_369,user369@email.com,2024-01-04,Birmingham,54,Standard
370,Customer_370,user370@email.com,2024-01-05,Birmingham,31,Standard
371,Customer_371,user371@email.com,2024-01-06,Edinburgh,47,Standard
372,Customer_372,user372@email.com,2024-01-07,Edinburgh,52,Standard
373,Customer_373,user373@email.com,2024-01-08,Manchester,38,Standard
374,Customer_374,user374@email.com,2024-01-09,Edinburgh,54,Standard
375,Customer_375,user375@email.com,2024-01-10,London,22,Standard
376,Customer_376,user376@email.com,2024-01-11,Edinburgh,36,Standard
377,Customer_377,user377@email.com,2024-01-12,Edinburgh,31,Standard
378,Customer_378,user378@email.com,2024-01-13,London,43,Premium
379,Customer_379,user379@email.com,2024-01-14,Manchester,21,Standard
380,Customer_380,user380@email.com,2024-01-15,London,42,Standard
381,Customer_381,user381@email.com,2024-01-16,Edinburgh,62,Standard
382,Customer_382,user382@email.com,2024-01-17,Manchester,59,Standard
383,Customer_383,user383@email.com,2024-01-18,Edinburgh,42,Standard
384,Customer_384,user384@email.com,2024-01-19,London,35,Basic
385,Customer_385,user385@email.com,2024-01-20,London,57,Standard
386,Customer_386,user386@email.com,2024-01-21,Edinburgh,25,Standard
387,Customer_387,user387@email.com,2024-01-22,Birmingham,56,Premium
388,Customer_388,user388@email.com,2024-01-23,Birmingham,57,Standard
389,Customer_389,user389@email.com,2024-01-24,London,31,Standard
390,Customer_390,user390@email.com,2024-01-25,London,49,Standard
391,Customer_391,user391@email.com,2024-01-26,Birmingham,68,Standard
392,Customer_392,user392@email.com,2024-01-27,Birmingham,55,Standard
393,Customer_393,user393@email.com,2024-01-28,Edinburgh,50,Standard
394,Customer_394,user394@email.com,2024-01-29,Edinburgh,40,Basic
395,Customer_395,user395@email.com,2024-01-30,Birmingham,32,Basic
396,Customer_396,user396@email.com,2024-01-31,Edinburgh,50,Basic
397,Customer_397,user397@email.com,2024-02-01,Edinburgh,42,Basic
398,Customer_398,user398@email.com,2024-02-02,Manchester,34,Premium
399,Customer_399,user399@email.com,2024-02-03,Edinburgh,50,Premium
400,Customer_400,user400@email.com,2024-02-04,London,64,Premium
401,Customer_401,user401@email.com,2024-02-05,Edinburgh,19,Standard
402,Customer_402,user402@email.com,2024-02-06,Edinburgh,31,Basic
403,Customer_403,user403@email.com,2024-02-07,Birmingham,57,Standard
404,Customer_404,user404@email.com,2024-02-08,London,57,Basic
405,Customer_405,user405@email.com,2024-02-09,Edinburgh,68,Premium
406,Customer_406,user406@email.com,2024-02-10,Edinburgh,56,Basic
407,Customer_407,user407@email.com,2024-02-11,Manchester,68,Standard
408,Customer_408,user408@email.com,2024-02-12,Edinburgh,23,Premium
409,Customer_409,user409@email.com,2024-02-13,Edinburgh,23,Standard
410,Customer_410,user410@email.com,2024-02-14,Manchester,20,Standard
411,Customer_411,user411@email.com,2024-02-15,Birmingham,24,Standard
412,Customer_412,user412@email.com,2024-02-16,Edinburgh,68,Standard
413,Customer_413,user413@email.com,2024-02-17,Manchester,25,Basic
414,Customer_414,user414@email.com,2024-02-18,London,59,Standard
415,Customer_415,user415@email.com,2024-02-19,Birmingham,69,Standard
416,Customer_416,user416@email.com,2024-02-20,London,32,Standard
417,Customer_417,user417@email.com,2024-02-21,London,64,Basic
418,Customer_418,user418@email.com,2024-02-22,Manchester,46,Standard
419,Customer_419,user419@email.com,2024-02-23,Edinburgh,50,Standard
420,Customer_420,user420@email.com,2024-02-24,Manchester,69,Premium
421,Customer_421,user421@email.com,2024-02-25,Manchester,47,Premium
